date,year,venue,venue_eng,event,event_eng,country,genre,genre_eng,artform,artform_eng,performers,performers_eng,conductor,conductor_eng,crew,crew_eng
5/23/1968,1968,Suomen kansallisteatteri,Finnish National Theater,Aleksis Kivi: Nummisuutarit,Aleksis Kivi: Bog shoes,FIN,teatteri,theater,,,"Maija Karhi, Marja Korhonen, Soila Komi, Rauha Rentola, Kaarlo Halttunen, Pentti Irjala, Sakari Jurkka, Martti Järvinen, Kosti Klemelä, Arvo Lehesmaa, Risto Palm, Tauno Palo, Leo Riuttu, Holger Salin, Esko Salminen, Heikki Savolainen, Turo Unho","Maija Karhi, Marja Korhonen, Soila Komi, Rauha Rentola, Kaarlo Halttunen, Pentti Irjala, Sakari Jurkka, Martti Järvinen, Kosti Klemelä, Arvo Lehesmaa, Risto Palm, Tauno Palo, Leo Riuttu, Holger Salin, Esko Salminen, Heikki Savolainen, Turo Unho",,,"Vilho Siivola, ohjaus 
Leo Lehto, lavastus ","Vilho Siivola, direction 
Leo Lehto, staging "
5/23/1968,1968,Svenska Teatern,Swedish Theatre,Megan Terry: Viet Rock,Megan Terry: Viet Rock,FIN,teatteri,theater,,,"Anita Berger, Janina Berman, Lilga Kovanko, Christina Lindberg, Margit Lindeman, Marina Motaleff, Nenne Stenius, Kristina Ågren, Lasse Hjelt, Martin Kurtén, Rune Sandlund, Sven Sid, Tom Wentzel","Anita Berger, Janina Berman, Lilga Kovanko, Christina Lindberg, Margit Lindeman, Marina Motaleff, Nenne Stenius, Kristina Ågren, Lasse Hjelt, Martin Kurtén, Rune Sandlund, Sven Sid, Tom Wentzel",,,"Kristin Olsoni, ohjaus ","Kristin Olsoni, direction "
5/23/1968,1968,Kulttuuritalo,Culture House,Radion sinfoniaorkesteri,Radio Symphony Orchestra,FIN,musiikki,music,klassinen,classic,sopraano Anita Välkki,soprano Anita Välkki,Lorin Maazel,Lorin Maazel,,
5/23/1968,1968,Helsingin kaupunginteatteri,Helsinki City Theatre,"Teatr Powszechny, Varsova | Molière: Don Juan","Teatr Powszechny, Warsova | Molière: Don Juan",POL,teatteri,theater,,,,,,,"Adam Hanuszkiewicz, ohjaus ","Adam Hanuszkiewicz, director "
5/23/1968,1968,Svenska Teatern,Swedish Theatre,Tore Zetterholm: Shanghain naiset,Tore Zetterholm: Women of Shanghai,FIN,teatteri,theater,,,"Hélène Hagelstam, Synnöve Isaksson, Gundel Henrikson, Märta Laurent, Signe Liljeberg, Berit Lundell, Margre von Martens, May Pihlgren, Toni Regnér, Susanna Ringbom, Gunvor Sandqvist, Ros-Marie Törngren, Nanna Westerlund,  Göran Cederberg","Hélène Hagelstam, Synnöve Isaksson, Gundel Henrikson, Märta Laurent, Signe Liljeberg, Berit Lundell, Margre von Martens, May Pihlgren, Toni Regnér, Susanna Ringbom, Gunvor Sandqvist, Ros-Marie Törngren, Nanna Westerlund, Göran Cederberg",,,"Kristin Olsoni & Martin Kurtén, ohjaus 
Egil Falck, lavastus ","Kristin Olsoni & Martin Kurtén, direction 
Egil Falck, set design "
5/24/1968,1968,Svenska Teatern,Swedish Theatre,Edward Albee: Tasapainoilua,Edward Albee: Balancing,FIN,teatteri,theater,,,"Hélène Hagelstam, Märta Laurent, May Pihlgren, Gunvor Sandqvist, Leo Golowin, Erik Lindström","Hélène Hagelstam, Märta Laurent, May Pihlgren, Gunvor Sandqvist, Leo Golowin, Erik Lindström",,,"Eric Gustafsson, ohjaus 
Egil Falck, lavastus ","Eric Gustafsson, director 
Egil Falck, set design "
5/24/1968,1968,Kulttuuritalo,Culture House,Svjatoslav Richter,Svjatoslav Richter,UKR,musiikki,music,klassinen,classic,,,,,,
5/25/1968,1968,Ritarihuone,Knight's room,Kim Borg,Kim Borg,FIN,musiikki,music,klassinen,classic,,,,,,
5/25/1968,1968,Svenska Teatern,Swedish Theatre,Paul Ableman: Vihreä Julia,Paul Ableman: The Green Juliet,FIN,teatteri,theater,,,"Algot Böstman, Roger Nikkanen","Algot Böstman, Roger Nikkanen",,,"Paul Budsko, ohjaus ","Paul Budsko, direction "
5/25/1968,1968,Suomenlinna,Suomenlinna,Radion kamariorkesteri,Radio Chamber Orchestra,FIN,musiikki,music,klassinen,classic,,,Paavo Berglund,Paavo Berglund,,
5/25/1968,1968,Suomen kansallisooppera,Finnish National Opera,Unkarin valtionoopperan baletti,Hungarian State Opera Ballet,HUN,tanssi,dance,baletti,ballet,,,"Gedeon Fráter
","Gedeon Frater
","25.8. Chopiniana: musiikki Frédéric Chopin
Divertissement: musiikki Gluck, Minkus, Solowjew-Sedoi, Tsaikovski, Rahmaninov
Gajaneh: musiikki Aram Hatsaturjan
26.8. Chopiniana: musiikki Frédéric Chopin
Divertissement: musiikki Gluck, Kenessey, Solowjew-Sedoi, Minkus, Rahmaninov
Gajaneh: musiikki Aram Hatsaturjan
27.8. Symphonie Classique: musiikki Sergei Prokofjev
Divertissement: musiikki Gluck, Minkus, Solowjew-Sedoi, Tsaikovski, Moszkovski
Prinsessa Ruusunen, Act III: musiikki Piotr Tsaikovski
28.8. Symphonie Classique: musiikki Sergei Prokofjev
Divertissement: musiikki Gluck, Hatsaturjan, Solowjew-Sedoi, Minkus, Moszkovski
Prinsessa Ruusunen, Act III: musiikki Piotr Tsaikovski","25.8. Chopiniana: the music of Frédéric Chopin
Divertissement: music Gluck, Minkus, Solowjew-Sedoi, Tsaikovsky, Rachmaninoff
Gajaneh: music by Aram Hatsaturjan
26.8. Chopiniana: the music of Frédéric Chopin
Divertissement: music Gluck, Kenessey, Solowjew-Sedoi, Minkus, Rachmaninov
Gajaneh: music by Aram Hatsaturjan
27.8. Symphonie Classique: music by Sergei Prokofiev
Divertissement: music Gluck, Minkus, Solowjew-Sedoi, Tsaikovsky, Moszkovski
Sleeping Beauty, Act III: music by Piotr Tsaikovski
28.8. Symphonie Classique: music by Sergei Prokofiev
Divertissement: music Gluck, Hatsaturjan, Solowjew-Sedoi, Minkus, Moszkovski
Sleeping Beauty, Act III: music by Piotr Tsaikovski"
5/26/1968,1968,Suomen kansallisteatteri,Finnish National Theater,Anton Tšehov: Vanja-eno,Anton Tšehov: Vanja-eno,FIN,teatteri,theater,,,"Kaisu Leppänen, Aino-Inkeri Notkola, Rauha Rentola, Eeva-Kaarina Volanen, Kaarlo Halttunen, Tauno Palo, Jalmari Rinne, Leo Riuttu, Erkki Salin","Kaisu Leppänen, Aino-Inkeri Notkola, Rauha Rentola, Eeva-Kaarina Volanen, Kaarlo Halttunen, Tauno Palo, Jalmari Rinne, Leo Riuttu, Erkki Salin",,,"Eino Kalima, ohjaus 
Rolf Stegars, lavastus ","Eino Kalima, direction 
Rolf Stegars, set design "
5/26/1968,1968,Otaniemen kappeli,Otaniemi chapel,Matti Tuloisela & Tauno Äikää,Matti Tuloisela & Tauno Äikaä,FIN,musiikki,music,klassinen,classic,"baritoni Matti Tuloisela
urut Tauno Äikää","baritone Matti Tuloisela
organ Tauno Äikaa",,,,
5/26/1968,1968,Kulttuuritalo,Culture House,Moskovan filharmoninen orkesteri,Moscow Philharmonic Orchestra,RUS,musiikki,music,klassinen,classic,26.5. viulu Oleg kagan,26.5. violin Oleg Kagan,Kirill Kondrashin,Kirill Kondrashin,,
5/28/1968,1968,Meilahden kirkko,Meilahti church,Arto Noras & Marketta Valve,Arto Noras & Marketta Valve,FIN,musiikki,music,klassinen,classic,"sello Arto Noras
cembalo Marketta Valve","cello Arto Noras
harpsichord Marketta Valve",,,,
5/28/1968,1968,Svenska Teatern,Swedish Theatre,Françoise Sagan: Le cheval évanoui,Françoise Sagan: The Fainting Horse,FIN,teatteri,theater,,,"Ulla Eklund, Helen Elde, Gerda Ryselin, Yngve Lampenius, Henrik Liljeberg, Erik Lindström, Göran Schauman, Leif Wager","Ulla Eklund, Helen Elde, Gerda Ryselin, Yngve Lampenius, Henrik Liljeberg, Erik Lindström, Göran Schauman, Leif Wager",,,"Börje Lampenius, ohjaus 
Egil Falck, lavastus ","Börje Lampenius, direction 
Egil Falck, set design "
5/29/1968,1968,Suomen kansallisooppera,Finnish National Opera,Giuseppe Verdi: Don Carlos,Giuseppe Verdi: Don Carlos,FIN,musiikki,music,ooppera,opera,"Riitta Pietarinen, Aino Takala, Marja Tyrkkö, Peter Lindroos, Matti Salminen, Martti Talvela, Veikko Tyrväinen, Aarne Vainio, Usko Viitanen","Riitta Pietarinen, Aino Takala, Marja Tyrkkö, Peter Lindroos, Matti Salminen, Martti Talvela, Veikko Tyrväinen, Aarne Vainio, Usko Viitanen","Jussi Jalas
kuoronjohto George Buckbee","Jussi Jalas
choral conductor George Buckbee","Erich Bormann, ohjaus 
Paul Suominen, lavastus ","Erich Bormann, direction 
Paul Suominen, set design "
5/29/1968,1968,Suomen kansallisteatteri,Finnish National Theater,The Cullberg Ballet,The Cullberg Ballet,SWE,tanssi,dance,baletti,ballet,"Siw Ander, Mona Elgh, Kari Sylwan, Karin Thulin, Lena Wennergren, Morris Donaldson, Niklas Ek, Eske Holm, Vlado Juras, Timo Salin","Siw Ander, Mona Elgh, Kari Sylwan, Karin Thulin, Lena Wennergren, Morris Donaldson, Niklas Ek, Eske Holm, Vlado Juras, Timo Salin",,,"Birgit Cullberg, Donya Feuer, Merce Cunnigham & Lucas Hoving, koreografia 

Folk festival: musiikki Manuel de Falla
Eurydice is Dead: musiikki Ennio Morricone/Gillo Pontecorvo
30.5. Summerspace: musiikki Morton Feldman
Icarus: musiikki Shin-ichi Matsushita
Dionysos: musiikki Karl-Birger Blomdahl
Adam and Eve: musiikki Hilding Rosenberg
Eurydice is Dead: musiikki Ennio Morricone/Gillo Pontecorvo","Birgit Cullberg, Donya Feuer, Merce Cunnigham & Lucas Hoving, choreography 

Folk festival: music by Manuel de Falla
Eurydice is Dead: music by Ennio Morricone/Gillo Pontecorvo
30.5. Summerspace: Music by Morton Feldman
Icarus: music by Shin-ichi Matsushita
Dionysus: music by Karl-Birger Blomdahl
Adam and Eve: music by Hilding Rosenberg
Eurydice is Dead: music by Ennio Morricone/Gillo Pontecorvo"
5/29/1968,1968,Kulttuuritalo,Culture House,Vladimir Ashkenazy,Vladimir Ashkenazy,RUS,musiikki,music,klassinen,classic,,,,,,
5/30/1968,1968,Helsingin yliopisto,University of Helsinki,Helsingin kaupunginorkesteri,Helsinki City Orchestra,FIN,musiikki,music,klassinen,classic,"mezzosopraano Raili Kostia
tenori Ragnar Ulfung","mezzo-soprano Raili Kostia
tenor Ragnar Ulfung",Jorma Panula,Jorma Panula,,
5/30/1968,1968,Suomen kansallisooppera,Finnish National Opera,Richard Wagner: Tristan ja Isolde,Richard Wagner: Tristan and Isolde,FIN,musiikki,music,ooppera,opera,"Aino Takala, Anita Välkki, Jorma Falck, Matti Lehtinen, Hans Leopold, Pekka Nuotio, Antti Salmén, Martti Talvela, Kauko Väyrynen","Aino Takala, Anita Välkki, Jorma Falck, Matti Lehtinen, Hans Leopold, Pekka Nuotio, Antti Salmén, Martti Talvela, Kauko Väyrynen",Jussi Jalas,Jussi Jalas,"Lauri-Juhani Ruuskanen, ohjaus 
Paul Suominen, lavastus ","Lauri-Juhani Ruuskanen, direction 
Paul Suominen, set design "
5/15/1969,1969,Helsingin kaupunginteatteri,Helsinki City Theatre,Artturi Järviluoma: Pohjalaisia,Artturi Järviluoma: Ostrobothnians,FIN,teatteri,theater,,,"Eeva-Liisa Haimelin, Kirsti Ortola, Pirkko Peltomäki, Elsa Turakainen, Veikko Honkanen, Leo Jokela, Yrjö Järvinen, Kalevi Kahra, Uljas Kandolin, Lauri Komulainen, Vesa-Matti Loiri, jyrki Nousiainen, Esko Pesonen, Veikko Sinisalo, Arto Tuominen, Veikko Uusimäki","Eeva-Liisa Haimelin, Kirsti Ortola, Pirkko Peltomäki, Elsa Turakainen, Veikko Honkanen, Leo Jokela, Yrjö Järvinen, Kalevi Kahra, Uljas Kandolin, Lauri Komulainen, Vesa-Matti Loiri, Jyrki Nousiainen, Esko Pesonen, Veikko Sinisalo, Arto Tuominen, Veikko Uusimäki",,,"Kalle Holmberg (ohjaus)
Markku Sirén (lavastus)","Kalle Holmberg (direction)
Markku Sirén (set design)"
5/15/1969,1969,Suomen kansallisooppera,Finnish National Opera,Giuseppe Verdi: Rigoletto,Giuseppe Verdi: Rigoletto,FIN,musiikki,music,ooppera,opera,"Riitta Pietarinen, Aino Takala, Hannu Heikkilä, Matti Salminen, Veikko Tyrväinen, Usko Viitanen","Riitta Pietarinen, Aino Takala, Hannu Heikkilä, Matti Salminen, Veikko Tyrväinen, Usko Viitanen",Ulf Söderblom (johtaja ),Ulf Söderblom (director),"Erich Bormann/Irja Simola (ohjaus)
Seppo Nurmimaa (lavastus)","Erich Bormann/Irja Simola (direction)
Seppo Nurmimaa (set)"
5/15/1969,1969,Helsingin yliopisto,University of Helsinki,Helsingin kaupunginorkesteri,Helsinki City Orchestra,FIN,musiikki,music,klassinen,classic,viulu Leonid Kogan,violin Leonid Kogan,Jorma Panula (johtaja),Jorma Panula (director),,
5/15/1969,1969,Suomen kansallisteatteri,Finnish National Theater,Istvan Örkeny: Totin perhe,Istvan Örkeny: Tot's family,FIN,teatteri,theater,,,"Kyllikki Forssell, Rauni Luoma, Rose-Marie Precht, Kauko Helovirta, Tapio Hämäläinen, Jussi Jurkka,Tarmo Manni, Risto Mäkelä, Matti Ranin, Heikki Savolainen,  Fritz-Hugo Backman","Kyllikki Forssell, Rauni Luoma, Rose-Marie Precht, Kauko Helovirta, Tapio Hämäläinen, Jussi Jurkka, Tarmo Manni, Risto Mäkelä, Matti Ranin, Heikki Savolainen, Fritz-Hugo Backman",,,"Edvin Laine (ohjaus)
Pekka Heiskanen (lavastus)","Edvin Laine (direction)
Pekka Heiskanen (set design)"
5/15/1969,1969,Helsingin kaupunginteatteri,Helsinki City Theatre,Joseph Stein / Jerry Bock / Sheldon Harnick: Viulunsoittaja katolla,Joseph Stein / Jerry Bock / Sheldon Harnick: Fiddler on the Roof,FIN,teatteri,theater,,,"Anja Haahdenmaa, Anneli Haahdenmaa, Eira Jauckens, Marjatta Kallio, Martta Kontula, Pirkko Peltomäki, Eila Rinne, Elsa Turakainen, Mauno Blomqvist, Stig Fransman, Jarno Hiilloskorpi, Leo Jokela, Ismo Kallio, Kullervo Kalske, Uljas Kandolin, Vesa-Matti Loiri, Jyrki Nousiainen, Oiva Sala, Lars Svedberg, Arto Tuominen, Veikko Uusimäki","Anja Haahdenmaa, Anneli Haahdenmaa, Eira Jauckens, Marjatta Kallio, Martta Kontula, Pirkko Peltomäki, Eila Rinne, Elsa Turakainen, Mauno Blomqvist, Stig Fransman, Jarno Hiilloskorpi, Leo Jokela, Ismo Kallio, Kullervo Kalske, Uljas Kandolin, Vesa-Matti Loiri, Jyrki Nousiainen, Oiva Sala, Lars Svedberg, Arto Tuominen, Veikko Uusimäki",Arthur Fuhrmann (johtaja),Arthur Fuhrmann (Director),"Kurt Nuotio (ohjaus)
Leo Lehto (lavastus)
Heikki Värtsi (koreografia)","Kurt Nuotio (direction)
Leo Lehto (set design)
Heikki Värtsi (choreography)"
5/15/1969,1969,Suomen kansallisteatteri,Finnish National Theater,Molière: Saituri,Molière: Saituri,FIN,teatteri,theater,,,"Pia Hattara, Maija Karhi, Soila Komi, Eila Peitsalo, Pekka Autiovuori, Kaarlo Halttunen, Ekke Hämäläinen, Martti Ktajisto, Kosti Klemelä, Leevi Linko, Risto Palm, Leo Riuttu, Esa Saario","Pia Hattara, Maija Karhi, Soila Komi, Eila Peitsalo, Pekka Autiovuori, Kaarlo Halttunen, Ekke Hämäläinen, Martti Ktajisto, Kosti Klemelä, Leevi Linko, Risto Palm, Leo Riuttu, Esa Saario",,,"Arvi Kivimaa (ohjaus)
Rolf Stegars (lavastus)","Arvi Kivimaa (direction)
Rolf Stegars (set design)"
5/15/1969,1969,Svenska Teatern,Swedish Theatre,Münchner Kammerspiele | Carl Sternheim: Keikari,Munich Kammerspiele | Carl Sternheim: Keikari,GER,teatteri,theater,,,"Barbara Gallauner, Gertrud Kückelmann, Doris Schade, Christiane Schröder, Heinz Baumann, Hubert von Meyerinck, Paul Verhoeven","Barbara Gallauner, Gertrud Kückelmann, Doris Schade, Christiane Schröder, Heinz Baumann, Hubert von Meyerinck, Paul Verhoeven",,,"Hans Schweikart, ohjaus
Jörg Zimmermann, lavastus","Hans Schweikart, direction
Jörg Zimmermann, set design"
5/15/1969,1969,Helsingin kaupunginteatteri,Helsinki City Theatre,Paavo Haavikko: Agricola ja kettu,Paavo Haavikko: Agricola and the fox,FIN,teatteri,theater,,,"Kirsti Ortola, Risto Aaltonen, Kalevi Kahra, Rauno Ketonen, Yrjö Järvinen, Artturi Laakso, Esko Mannermaa, Topi Reinikka, Veikko Sinisalo, Timo Virkki","Kirsti Ortola, Risto Aaltonen, Kalevi Kahra, Rauno Ketonen, Yrjö Järvinen, Artturi Laakso, Esko Mannermaa, Topi Reinikka, Veikko Sinisalo, Timo Virkki",,,"Kalle Holmberg (ohjaus)
Kari Liila (lavastus)","Kalle Holmberg (direction)
Kari Liila (set design)"
5/15/1969,1969,Helsingin kaupunginteatteri,Helsinki City Theatre,Valentin Katayev: Ympyrän neliöiminen,Valentin Katayev: Squaring the circle,FIN,teatteri,theater,,,"Elina Pohjanpää, Liisi Tandefelt, Risto Aaltonen, Rauno Ketonen","Elina Pohjanpää, Liisi Tandefelt, Risto Aaltonen, Rauno Ketonen",,,"Matti Aro (ohjaus)
Muotoiluinstituutti (lavastus)","Matti Aro (direction)
Institute of Design (scenography)"
5/16/1969,1969,Suomen kansallisteatteri,Finnish National Theater,Alain Decaux: Rosenbergit,Alain Decaux: Rosenbergit,FIN,teatteri,theater,,,"Eila Peitsalo, Eeva-Kaarina Volanen, Kaarlo Halttunen, Helge Herala, Ekke Hämäläinen, Tapio Hämäläinen, Jussi Jurkka, Martti Järvinen, Matti Ranin, Esa Saario, Heikki Savolainen, Vilho Siivola","Eila Peitsalo, Eeva-Kaarina Volanen, Kaarlo Halttunen, Helge Herala, Ekke Hämäläinen, Tapio Hämäläinen, Jussi Jurkka, Martti Järvinen, Matti Ranin, Esa Saario, Heikki Savolainen, Vilho Siivola",,,"Edvin Laine, ohjaus 
Yrjö Tapper, lavastus ","Edvin Laine, direction 
Yrjö Tapper, staging "
5/16/1969,1969,Suomen kansallisooppera,Finnish National Opera,Deutsche Staatsoper Berlin-DDR | Richard Strauss: Ariadne auf Naxos,German State Opera Berlin-GDR | Richard Strauss: Ariadne on Naxos,GER,musiikki,music,ooppera,opera,"Ludmila Dvorakova, Sylvia Geszty, Ruth Keplinger, Gertraud Prenzlow, Rosemarie Rönisch, Gisela Schröter, Joachim Arndt, Horst Hiestermann, Hans-Joachim Lukat, Horst Lunow, Harald Neukirch, Gerhard Niese, Peter Olesch, Helmut Polze, Heinz Reeh, Martin Ritzmann, Heinz Siebenschuh","Ludmila Dvorakova, Sylvia Geszty, Ruth Keplinger, Gertraud Prenzlow, Rosemarie Rönisch, Gisela Schröter, Joachim Arndt, Horst Hiestermann, Hans-Joachim Lukat, Horst Lunow, Harald Neukirch, Gerhard Niese, Peter Olesch, Helmut Polze, Heinz Reeh, Martin Ritzmann, Heinz Siebenschuh","Arthur Apelt, johtaja ","Arthur Apelt, Director ","Erhard Fischer, ohjaus 
Wilfrid Werz, lavastus ","Erhard Fischer, direction 
Wilfrid Werz, set design "
5/16/1969,1969,Helsingin kaupunginteatteri,Helsinki City Theatre,Dorothy Donnelly / Sigmund Romberg: Ylioppilasprinssi,Dorothy Donnelly / Sigmund Romberg: The Student Prince,FIN,teatteri,theater,,,"Anja Haahdenmaa, Anneli Haahdenmaa, Eeva-Liisa Haimelin, Martta Kontula, Pirkko Peltomäki, Tiina Rinne, Pirjo Virkki, Olavi Ahonen, Mauno Blomqvist, Stig Fransman, Sakari Halonen, Jarno Hiilloskorpi, Veikko Honkanen, Timo Hämäläinen, Uljas Kandolin, Aarre Karén, Lauri Komulainen, Vesa-Matti Loiri, Leo Lähteenmäki, Jyrki Nousiainen, Esko Pesonen, Lars Svedberg, Veikko Uusimäki","Anja Haahdenmaa, Anneli Haahdenmaa, Eeva-Liisa Haimelin, Martta Kontula, Pirkko Peltomäki, Tiina Rinne, Pirjo Virkki, Olavi Ahonen, Mauno Blomqvist, Stig Fransman, Sakari Halonen, Jarno Hiilloskorpi, Veikko Honkanen, Timo Hämäläinen, Uljas Kandolin, Aarre Karén, Lauri Komulainen, Vesa-Matti Loiri, Leo Lähteenmäki, Jyrki Nousiainen, Esko Pesonen, Lars Svedberg, Veikko Uusimäki","Arthur Fuhrmann, johtaja ","Arthur Fuhrmann, Director ","Gordon Marsh, ohjaus ja koreografia 
Leo Lehto, lavastus ","Gordon Marsh, direction and choreography 
Leo Lehto, staging "
5/16/1969,1969,Suomen kansallisteatteri,Finnish National Theater,Farquhar: Virkeät lesket,Farquhar: Sprightly Widows,FIN,teatteri,theater,,,"Elli Castren, Leena Häkinen, Ansa Ikonen, Maija Karhi, Soila Komi, Rauha Rentola, Pekka Autiovuori, Fritz-Hugo Backman, Kauko Helovirta, Pentti Irjala, Sakari Jurkka, Martti Katajisto, Tarmo Manni, Risto Mäkelä, Risto Palm, Leo Riuttu, Turo Unho","Elli Castren, Leena Häkinen, Ansa Ikonen, Maija Karhi, Soila Komi, Rauha Rentola, Pekka Autiovuori, Fritz-Hugo Backman, Kauko Helovirta, Pentti Irjala, Sakari Jurkka, Martti Katajisto, Tarmo Manni, Risto Mäkelä, Risto Palm, Leo Riuttu, Turo Unho",,,"Timo Tiusanen, ohjaus
Pekka Heiskanen, lavastus ","Timo Tiusanen, direction
Pekka Heiskanen, staging "
5/16/1969,1969,Ritarihuone,Knight's room,"Leonid Kogan, Elisaveta Gilels Kogan, Pavel Kogan & Nina Kogan","Leonid Kogan, Elisaveta Gilels Kogan, Pavel Kogan & Nina Kogan",RUS,musiikki,music,klassinen,classic,"viulu Leonid Kogan, Elisaveta Gilels Kogan, Pavel Kogan
piano Nina Kogan","violin Leonid Kogan, Elisaveta Gilels Kogan, Pavel Kogan
piano by Nina Kogan",,,,
5/16/1969,1969,Helsingin kaupunginteatteri,Helsinki City Theatre,"Tom Jones / Harvey Schmidt: Tahdon, tahdon","Tom Jones / Harvey Schmidt: I will, I will",FIN,teatteri,theater,,,"Marjatta Kallio, Ismo Kallio","Marjatta Kallio, Ismo Kallio",,,"Jarno Hiilloskorpi, ohjaus 
Markku Sirén, lavastus ","Jarno Hiilloskorpi, direction 
Markku Sirén, staging "
5/17/1969,1969,Suomen kansallisteatteri,Finnish National Theater,Aleksis Kivi: Lea,Alexis Kiwi: It's,FIN,teatteri,theater,,,"Elli Castrén, Kaarlo Halttunen, Martti Järvinen, Esa Saario","Elli Castrén, Kaarlo Halttunen, Martti Järvinen, Esa Saario",,,"Arvi Kivimaa, ohjaus 
Pekka Heiskanen, lavastus ","Arvi Kivimaa, direction 
Pekka Heiskanen, staging "
5/17/1969,1969,Suomen kansallisooppera,Finnish National Opera,Deutsche Staatsoper Berlin-DDR | Wolfgang Amadeus Mozart: Così fan tutte,Deutsche Staatsoper Berlin-DDR | Wolfgang Amadeus Mozart: Cosi fan tutte,GER,musiikki,music,ooppera,opera,"Celestina Casapietra, Sylvia Geszty, Ilse Ludwig, Günther Leib, Peter Schreiber, Siegfried Vogel","Celestina Casapietra, Sylvia Geszty, Ilse Ludwig, Günther Leib, Peter Schreiber, Siegfried Vogel","Joachim Freyer, johtaja ","Joachim Freyer, director ","Erich-Alexander Winds, ohjaus 
Paul Pilowski, lavastus ","Erich-Alexander Winds, direction 
Paul Pilowski, set design "
5/17/1969,1969,Suomen kansallisteatteri,Finnish National Theater,Isaac Babel: Maria,Isaac Babel: Maria,FIN,teatteri,theater,,,"Elli Castrén, Kyllikki Forssell, Leena Häkinen, Tea Ista, Maija Karhi, Soila Komi, Henny Waljus, Pekka Autiovuori, Tapio Hämäläinen, Sakari Jurkka, Martti Järvinen, Kosti Klemelä, Tarmo Manni, Risto Palm, Tauno Palo, Matti Ranin, Leo Riuttu, Martti Romppanen, Esko Salminen, Heikki Savolainen","Elli Castrén, Kyllikki Forssell, Leena Häkinen, Tea Ista, Maija Karhi, Soila Komi, Henny Waljus, Pekka Autiovuori, Tapio Hämäläinen, Sakari Jurkka, Martti Järvinen, Kosti Klemelä, Tarmo Manni, Risto Palm, Tauno Palo, Matti Ranin, Leo Riuttu , Martti Romppanen, Esko Salminen, Heikki Savolainen",,,"Jack Witikka, ohjaus 
Rolf Stegars, lavastus ","Jack Witikka, direction 
Rolf Stegars, set design "
5/17/1969,1969,Suomen kansallisteatteri,Finnish National Theater,Michel de Ghelderode: Ministerien Toukokuu,Michel de Ghelderode: May of the Ministers,FIN,teatteri,theater,,,"Rose-Marie Precht, Helge Herala, Heikki Kinnunen, Joel Rinne, Holger Salin, Pentti Siimes, Vilho Siivola","Rose-Marie Precht, Helge Herala, Heikki Kinnunen, Joel Rinne, Holger Salin, Pentti Siimes, Vilho Siivola",,,"Raimo Meltti, ohjaus 
Pekka Heiskanen, lavastus ","Raimo Meltti, direction 
Pekka Heiskanen, staging "
